Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type,Wilderness_Area,Soil_Type
3201,9,6,95,-3,3178,214,228,152,4857,Spruce/Fir,Comanche Peak,_31
3048,59,11,30,9,1771,228,218,121,3177,Spruce/Fir,Rawah,_25
3038,31,6,256,30,2607,219,228,145,1071,Spruce/Fir,Comanche Peak,_31
3138,78,8,277,37,4709,231,226,128,1907,Spruce/Fir,Comanche Peak,_25
3235,50,4,95,1,3466,221,231,146,1905,Spruce/Fir,Comanche Peak,_40
3093,208,16,150,10,1831,208,253,177,573,Spruce/Fir,Comanche Peak,_24
2886,56,22,120,0,212,228,187,81,918,Spruce/Fir,Comanche Peak,_31
3060,242,5,360,57,1583,211,243,170,1549,Spruce/Fir,Rawah,_25
3185,147,20,335,94,5192,243,233,109,1581,Spruce/Fir,Comanche Peak,_31
3250,67,5,272,72,830,226,229,138,1710,Spruce/Fir,Comanche Peak,_24
3433,173,9,607,55,1337,226,245,151,3891,Spruce/Fir,Cache la Poudre,_40
2960,41,17,417,136,417,219,200,110,525,Spruce/Fir,Rawah,_35
2854,332,25,150,89,3763,155,200,180,5741,Spruce/Fir,Comanche Peak,_31
3027,51,3,0,0,3540,221,232,147,210,Spruce/Fir,Comanche Peak,_25
3127,137,9,295,-42,1328,234,237,134,2144,Spruce/Fir,Comanche Peak,_25
2995,59,11,85,23,2096,228,216,119,2630,Spruce/Fir,Rawah,_25
2976,84,11,60,15,1716,236,221,115,3543,Spruce/Fir,Comanche Peak,_31
3110,106,23,134,33,3822,252,204,67,2268,Spruce/Fir,Comanche Peak,_31
3135,53,12,90,24,2419,227,213,118,1848,Spruce/Fir,Comanche Peak,_31
3179,351,6,120,6,3273,210,230,159,3397,Spruce/Fir,Comanche Peak,_25
2925,349,5,30,1,1365,211,232,159,3226,Spruce/Fir,Comanche Peak,_25
3047,239,13,426,72,5780,195,251,193,1907,Spruce/Fir,Comanche Peak,_31
3210,37,17,95,-6,1588,217,200,113,2792,Spruce/Fir,Comanche Peak,_31
3292,284,10,270,17,2704,191,240,189,666,Spruce/Fir,Rawah,_24
3036,235,12,30,10,1738,200,250,187,1365,Spruce/Fir,Rawah,_25
3363,322,8,306,45,1481,200,232,171,2049,Spruce/Fir,Rawah,_34
3010,358,17,60,15,2063,192,207,151,3420,Spruce/Fir,Comanche Peak,_24
2926,112,21,402,121,418,251,212,78,1411,Spruce/Fir,Comanche Peak,_32
2980,19,17,192,48,2043,205,202,129,787,Spruce/Fir,Comanche Peak,_31
2832,15,15,474,19,3277,205,207,136,2521,Spruce/Fir,Rawah,_12
3221,8,2,192,0,5660,217,235,155,1719,Spruce/Fir,Comanche Peak,_24
3246,33,17,330,9,2733,214,201,118,1242,Spruce/Fir,Rawah,_26
3245,53,10,240,-5,716,226,219,127,2320,Spruce/Fir,Comanche Peak,_24
3056,325,18,175,1,2564,173,218,183,1342,Spruce/Fir,Rawah,_35
3300,83,4,240,44,5424,225,233,143,573,Spruce/Fir,Comanche Peak,_40
3046,186,6,258,20,743,221,245,158,908,Spruce/Fir,Rawah,_34
3130,107,15,127,22,2256,244,221,102,2081,Spruce/Fir,Comanche Peak,_31
2852,98,13,120,16,2538,241,222,109,2611,Spruce/Fir,Comanche Peak,_32
2948,1,9,67,8,1841,207,223,153,582,Spruce/Fir,Rawah,_34
3214,202,5,120,5,5711,218,244,163,1033,Spruce/Fir,Comanche Peak,_25
2879,291,14,240,55,2843,181,237,196,2148,Spruce/Fir,Rawah,_24
2885,10,11,459,1,1771,209,219,147,3045,Spruce/Fir,Rawah,_25
3015,88,14,218,46,2128,241,215,101,2402,Spruce/Fir,Rawah,_34
3221,309,3,60,0,5801,210,237,165,1593,Spruce/Fir,Comanche Peak,_24
3213,108,31,255,48,3914,254,188,38,569,Spruce/Fir,Rawah,_35
3314,308,9,592,33,3618,196,235,178,1399,Spruce/Fir,Comanche Peak,_0
3247,9,11,212,41,3166,207,217,146,2249,Spruce/Fir,Comanche Peak,_31
3044,61,9,210,-25,3463,227,222,128,5465,Spruce/Fir,Comanche Peak,_22
3226,112,16,150,28,1630,246,222,100,2848,Spruce/Fir,Comanche Peak,_0
3334,319,9,150,18,3450,198,232,174,1986,Spruce/Fir,Rawah,_34
3393,202,10,589,0,3357,216,249,168,42,Spruce/Fir,Rawah,_40
3125,216,4,60,4,2430,215,244,165,2162,Spruce/Fir,Rawah,_34
3200,122,3,319,17,5353,225,237,147,2388,Spruce/Fir,Comanche Peak,_24
3209,5,9,390,82,2174,209,223,152,3405,Spruce/Fir,Rawah,_33
3238,304,15,404,40,582,176,231,195,1766,Spruce/Fir,Cache la Poudre,_25
3292,297,7,0,0,2976,201,238,176,750,Spruce/Fir,Rawah,_25
3056,341,20,192,51,525,175,206,168,1771,Spruce/Fir,Rawah,_24
3183,56,3,484,88,5072,222,232,146,2142,Spruce/Fir,Comanche Peak,_21
2938,343,19,30,8,426,179,208,166,2314,Spruce/Fir,Comanche Peak,_31
3180,54,13,661,173,2338,227,212,116,2746,Spruce/Fir,Rawah,_26
3191,354,31,492,47,5937,154,171,144,1082,Spruce/Fir,Comanche Peak,_31
3271,269,21,255,48,4252,162,242,218,1604,Spruce/Fir,Rawah,_0
3078,171,10,162,13,2522,227,245,149,3540,Spruce/Fir,Comanche Peak,_25
3062,156,6,234,-39,711,227,241,148,1584,Spruce/Fir,Comanche Peak,_25
3149,324,8,234,54,4468,199,231,172,1239,Spruce/Fir,Comanche Peak,_31
3165,22,13,256,59,904,212,213,136,2087,Spruce/Fir,Rawah,_24
3096,69,18,150,49,4984,236,202,91,1760,Spruce/Fir,Comanche Peak,_31
3209,303,8,240,26,726,197,236,179,819,Spruce/Fir,Cache la Poudre,_24
3191,26,8,218,-23,2914,216,222,142,1506,Spruce/Fir,Comanche Peak,_31
3229,52,13,134,14,1747,226,211,116,2428,Spruce/Fir,Comanche Peak,_0
3025,36,12,242,57,1822,219,212,127,3463,Spruce/Fir,Rawah,_35
2877,8,7,30,0,1031,212,227,152,2233,Spruce/Fir,Rawah,_33
3090,357,16,759,174,4301,192,209,152,4045,Spruce/Fir,Comanche Peak,_25
3253,37,14,547,16,2958,219,208,122,949,Spruce/Fir,Rawah,_24
3203,321,12,108,24,912,189,228,179,780,Spruce/Fir,Cache la Poudre,_26
3153,296,6,268,58,4327,203,238,175,1172,Spruce/Fir,Comanche Peak,_31
2900,101,4,295,7,5618,226,234,144,6252,Spruce/Fir,Comanche Peak,_18
3124,142,33,633,243,1024,246,211,64,2697,Spruce/Fir,Comanche Peak,_31
3300,19,12,175,29,5796,211,214,138,649,Spruce/Fir,Comanche Peak,_40
3339,110,17,60,6,4345,246,220,97,3900,Spruce/Fir,Rawah,_25
3184,146,17,391,23,458,241,236,119,2743,Spruce/Fir,Cache la Poudre,_25
3322,193,17,564,90,4392,216,251,164,2353,Spruce/Fir,Rawah,_35
3148,144,4,134,12,4478,226,239,147,1894,Spruce/Fir,Comanche Peak,_24
3296,246,3,638,97,700,213,241,166,1091,Spruce/Fir,Cache la Poudre,_25
3066,313,8,499,150,3181,199,234,175,2073,Spruce/Fir,Rawah,_33
2889,327,17,85,20,1712,175,218,181,2338,Spruce/Fir,Rawah,_25
3297,170,16,210,36,1624,230,245,141,2856,Spruce/Fir,Comanche Peak,_24
2978,170,11,175,16,5537,228,245,148,2259,Spruce/Fir,Comanche Peak,_25
3223,165,13,150,23,3104,231,244,142,300,Spruce/Fir,Rawah,_34
3031,84,27,272,99,1910,246,183,48,2958,Spruce/Fir,Rawah,_35
3216,170,13,120,16,3132,229,245,145,319,Spruce/Fir,Rawah,_34
3178,93,13,42,6,4846,240,220,108,1231,Spruce/Fir,Comanche Peak,_31
3394,157,12,765,229,1464,233,242,138,1113,Spruce/Fir,Cache la Poudre,_33
3122,14,15,210,4,2742,204,207,137,1110,Spruce/Fir,Rawah,_24
3101,71,17,60,-4,2546,237,204,92,1825,Spruce/Fir,Rawah,_33
3137,0,11,240,43,2484,203,219,153,771,Spruce/Fir,Rawah,_25
3288,11,8,180,13,1879,211,223,148,1374,Spruce/Fir,Rawah,_40
3222,71,12,636,117,1095,233,216,113,2037,Spruce/Fir,Comanche Peak,_31
3310,109,10,450,28,2017,238,229,121,2404,Spruce/Fir,Comanche Peak,_40
2954,27,22,560,-71,598,205,186,109,1120,Spruce/Fir,Rawah,_26
3163,15,22,362,18,362,195,190,126,2058,Spruce/Fir,Cache la Poudre,_34
3233,314,13,150,22,1136,185,230,185,2551,Spruce/Fir,Rawah,_25
3139,105,24,170,56,932,252,202,63,1100,Spruce/Fir,Comanche Peak,_32
3257,59,10,589,181,765,228,220,125,1019,Spruce/Fir,Comanche Peak,_24
2958,354,10,175,52,750,204,223,157,1994,Spruce/Fir,Rawah,_34
3133,78,13,124,32,4700,237,215,106,1776,Spruce/Fir,Comanche Peak,_25
3245,111,18,90,34,2635,247,218,93,2719,Spruce/Fir,Comanche Peak,_32
3217,342,15,474,105,3319,188,217,167,2681,Spruce/Fir,Rawah,_33
3319,175,17,426,80,4583,227,247,145,2547,Spruce/Fir,Rawah,_35
3050,337,29,212,54,457,145,188,174,2163,Spruce/Fir,Comanche Peak,_32
3248,104,18,150,-7,4542,247,215,89,2207,Spruce/Fir,Comanche Peak,_25
2975,343,19,342,40,2951,179,208,166,458,Spruce/Fir,Rawah,_35
3084,116,19,323,92,3087,249,219,91,874,Spruce/Fir,Rawah,_35
3224,48,31,595,58,875,215,159,58,1673,Spruce/Fir,Cache la Poudre,_35
3398,7,16,531,98,2383,199,206,142,1645,Spruce/Fir,Rawah,_34
3190,266,20,30,11,4373,165,244,216,3275,Spruce/Fir,Comanche Peak,_31
3154,302,19,285,57,228,165,228,202,876,Spruce/Fir,Cache la Poudre,_24
2904,77,21,228,-62,376,241,196,75,256,Spruce/Fir,Comanche Peak,_24
3162,106,12,285,46,2195,241,225,111,3000,Spruce/Fir,Rawah,_26
3053,338,10,446,31,2313,198,226,167,1187,Spruce/Fir,Comanche Peak,_25
3213,214,7,365,64,849,213,247,170,408,Spruce/Fir,Rawah,_34
3106,342,19,808,-9,1073,179,209,167,1566,Spruce/Fir,Rawah,_26
3247,200,9,400,68,4649,217,248,166,2955,Spruce/Fir,Comanche Peak,_24
3252,25,13,426,44,3375,213,210,132,2835,Spruce/Fir,Rawah,_34
3097,256,9,0,0,258,200,246,184,2143,Spruce/Fir,Cache la Poudre,_24
2915,40,11,541,73,2736,221,215,127,1140,Spruce/Fir,Rawah,_33
2975,158,3,108,2,2621,222,239,153,1850,Spruce/Fir,Comanche Peak,_31
3073,35,19,162,32,3649,215,196,111,2021,Spruce/Fir,Rawah,_26
3249,17,15,162,22,1549,207,208,136,2785,Spruce/Fir,Comanche Peak,_32
3237,73,13,433,9,2125,235,214,108,1082,Spruce/Fir,Rawah,_33
3206,343,11,648,59,2717,199,224,164,134,Spruce/Fir,Rawah,_25
3264,327,14,778,46,3524,184,223,178,1189,Spruce/Fir,Rawah,_24
2955,76,15,85,10,5286,238,210,99,2605,Spruce/Fir,Comanche Peak,_31
3121,343,16,108,17,3919,187,215,166,272,Spruce/Fir,Rawah,_26
3136,66,6,30,-5,3529,226,228,137,4886,Spruce/Fir,Comanche Peak,_31
3107,52,27,531,72,671,223,172,67,1624,Spruce/Fir,Comanche Peak,_31
3018,102,10,362,-15,6529,237,227,120,3565,Spruce/Fir,Comanche Peak,_31
3196,146,23,361,103,297,244,230,103,2999,Spruce/Fir,Cache la Poudre,_27
3252,153,21,95,17,3036,240,235,113,2981,Spruce/Fir,Rawah,_35
3097,312,7,150,24,4901,200,235,174,674,Spruce/Fir,Comanche Peak,_31
3262,150,4,85,7,932,225,239,150,2052,Spruce/Fir,Comanche Peak,_40
3014,57,12,60,7,1972,228,215,119,1414,Spruce/Fir,Comanche Peak,_31
3346,247,22,595,199,1400,169,250,215,4154,Spruce/Fir,Cache la Poudre,_35
3206,138,20,30,3,2314,246,228,100,3211,Spruce/Fir,Comanche Peak,_31
3076,157,10,124,19,618,231,242,142,1434,Spruce/Fir,Comanche Peak,_25
3103,45,16,300,10,3877,223,203,110,4996,Spruce/Fir,Comanche Peak,_31
3039,167,9,90,-7,3515,227,244,149,1236,Spruce/Fir,Rawah,_25
3316,265,9,210,41,2736,198,244,185,751,Spruce/Fir,Rawah,_24
3109,285,11,433,77,3037,189,240,191,560,Spruce/Fir,Rawah,_34
3174,90,3,30,-6,1833,224,234,146,1702,Spruce/Fir,Cache la Poudre,_21
2891,294,18,351,36,934,165,232,206,1939,Spruce/Fir,Rawah,_15
3123,8,18,150,26,4763,195,200,139,3113,Spruce/Fir,Comanche Peak,_31
2702,18,18,234,34,3409,204,201,129,3054,Spruce/Fir,Rawah,_12
3216,323,2,277,32,300,213,236,161,1129,Spruce/Fir,Cache la Poudre,_25
3405,184,13,607,205,2379,222,248,157,853,Spruce/Fir,Rawah,_34
3358,292,11,484,18,3271,189,238,189,1710,Spruce/Fir,Comanche Peak,_0
3334,310,20,216,52,2263,160,221,199,2955,Spruce/Fir,Comanche Peak,_0
3132,308,16,180,49,4613,174,228,194,1358,Spruce/Fir,Comanche Peak,_24
3143,284,15,684,70,3391,178,239,201,2016,Spruce/Fir,Rawah,_33
3201,103,11,319,46,4518,239,225,115,2724,Spruce/Fir,Comanche Peak,_31
3140,48,6,272,33,2160,223,226,139,2233,Spruce/Fir,Comanche Peak,_31
3212,65,16,663,107,1071,234,206,99,1994,Spruce/Fir,Comanche Peak,_31
3203,34,19,518,149,3645,214,196,112,1834,Spruce/Fir,Rawah,_33
3264,133,11,255,44,1598,238,235,125,2012,Spruce/Fir,Rawah,_34
3163,193,14,60,-7,3056,218,250,163,967,Spruce/Fir,Rawah,_35
3080,117,9,376,9,1627,236,232,128,1452,Spruce/Fir,Comanche Peak,_31
3213,130,18,216,46,2663,246,227,102,836,Spruce/Fir,Rawah,_34
3169,192,18,190,68,2938,216,251,163,1008,Spruce/Fir,Rawah,_35
3216,11,4,553,37,5894,216,232,153,2708,Spruce/Fir,Comanche Peak,_31
3165,129,12,218,25,663,240,232,120,2291,Spruce/Fir,Comanche Peak,_24
3111,337,25,384,111,543,156,196,174,1921,Spruce/Fir,Rawah,_24
2801,28,15,90,15,3550,213,207,126,2925,Spruce/Fir,Comanche Peak,_31
3100,151,11,255,-2,3778,234,240,135,1146,Spruce/Fir,Comanche Peak,_31
2959,87,13,313,40,4939,239,218,108,5635,Spruce/Fir,Comanche Peak,_14
3106,35,15,283,6,2322,217,206,121,1538,Spruce/Fir,Comanche Peak,_25
3234,301,14,659,87,2577,180,233,193,323,Spruce/Fir,Rawah,_34
3083,185,9,0,0,6149,222,246,158,2389,Spruce/Fir,Comanche Peak,_31
2967,90,3,150,-1,2401,224,234,146,1531,Spruce/Fir,Comanche Peak,_31
3232,333,18,404,201,2867,175,214,176,2901,Spruce/Fir,Rawah,_33
2775,348,16,120,11,1535,188,212,161,1537,Spruce/Fir,Rawah,_12
3118,315,7,626,64,2125,201,234,172,2424,Spruce/Fir,Rawah,_34
3127,233,7,150,30,1381,208,247,176,892,Spruce/Fir,Rawah,_34
3218,178,6,541,36,4311,223,244,155,2641,Spruce/Fir,Comanche Peak,_31
2936,156,8,30,0,4578,229,241,145,4745,Spruce/Fir,Comanche Peak,_25
3272,346,12,256,31,4624,197,221,162,812,Spruce/Fir,Rawah,_34
3280,310,13,60,14,6240,185,231,186,162,Spruce/Fir,Comanche Peak,_24
3024,217,5,306,-15,3115,215,245,167,834,Spruce/Fir,Rawah,_34
3043,54,24,402,173,1890,226,183,78,2646,Spruce/Fir,Rawah,_35
3297,140,11,0,0,1371,236,237,130,1273,Spruce/Fir,Comanche Peak,_37
3028,347,4,0,0,3492,211,232,159,247,Spruce/Fir,Comanche Peak,_25
3045,51,33,242,121,2118,215,151,46,2718,Spruce/Fir,Rawah,_35
3188,81,10,421,46,2893,233,223,121,4974,Spruce/Fir,Comanche Peak,_31
3079,309,16,124,53,541,173,227,194,1120,Spruce/Fir,Cache la Poudre,_24
3104,20,21,661,79,1947,200,191,121,2012,Spruce/Fir,Rawah,_35
2909,247,6,256,7,5426,207,245,176,5666,Spruce/Fir,Comanche Peak,_25
3147,140,13,0,0,1356,239,236,125,2361,Spruce/Fir,Comanche Peak,_25
3177,22,18,120,18,1499,206,199,125,630,Spruce/Fir,Rawah,_0
2922,314,17,67,2,2821,173,225,191,2103,Spruce/Fir,Rawah,_24
2982,356,16,277,-30,930,193,211,154,2052,Spruce/Fir,Rawah,_34
3214,18,11,0,0,1898,211,216,141,1852,Spruce/Fir,Rawah,_25
2950,312,13,124,20,1471,185,230,185,3287,Spruce/Fir,Comanche Peak,_25
2725,64,12,134,4,2296,231,215,115,7022,Spruce/Fir,Comanche Peak,_14
3029,338,23,450,11,3353,163,201,173,1510,Spruce/Fir,Rawah,_0
3275,357,12,30,6,1486,201,218,155,752,Spruce/Fir,Comanche Peak,_40
3256,261,3,90,10,4371,212,241,166,607,Spruce/Fir,Comanche Peak,_40
3178,43,9,601,65,3507,222,220,133,3595,Spruce/Fir,Comanche Peak,_31
3033,59,19,301,60,4796,230,196,90,1747,Spruce/Fir,Comanche Peak,_31
2966,76,16,228,38,454,238,209,97,811,Spruce/Fir,Comanche Peak,_31
3247,30,8,698,42,3537,218,223,141,4176,Spruce/Fir,Comanche Peak,_25
3027,31,18,134,28,4375,213,198,115,2250,Spruce/Fir,Comanche Peak,_31
3196,270,1,134,12,511,215,239,161,1392,Spruce/Fir,Rawah,_25
3182,16,9,446,-25,3883,212,222,146,3837,Spruce/Fir,Comanche Peak,_25
3191,140,12,323,9,4328,238,236,127,2848,Spruce/Fir,Comanche Peak,_31
3370,185,10,285,-20,3101,222,248,158,323,Spruce/Fir,Rawah,_40
2987,355,18,150,37,1343,187,205,153,2280,Spruce/Fir,Comanche Peak,_31
3252,183,5,579,142,1690,221,243,157,2352,Spruce/Fir,Rawah,_33
2947,59,6,391,-12,1092,224,228,139,2101,Spruce/Fir,Comanche Peak,_25
3373,153,1,837,190,1026,220,238,155,666,Spruce/Fir,Cache la Poudre,_22
3221,57,7,180,18,1820,225,226,136,1365,Spruce/Fir,Rawah,_33
3236,172,14,277,29,4206,228,246,146,2185,Spruce/Fir,Rawah,_35
3075,57,20,201,47,4819,230,194,89,2801,Spruce/Fir,Comanche Peak,_31
3067,19,12,616,151,4497,211,214,138,3729,Spruce/Fir,Comanche Peak,_31
3182,88,6,408,42,495,230,229,133,2464,Spruce/Fir,Comanche Peak,_24
3244,81,10,150,29,1200,233,223,121,2012,Spruce/Fir,Cache la Poudre,_25
3183,356,9,90,1,2190,205,224,156,2949,Spruce/Fir,Comanche Peak,_31
3343,85,23,180,-5,2244,246,195,67,4544,Spruce/Fir,Cache la Poudre,_0
3191,84,5,0,0,2596,227,231,139,930,Spruce/Fir,Comanche Peak,_25
3127,296,12,531,147,1194,185,236,191,2165,Spruce/Fir,Rawah,_34
3371,199,19,361,79,4425,209,253,171,2926,Spruce/Fir,Rawah,_35
3148,333,9,309,-37,1243,200,229,168,912,Spruce/Fir,Cache la Poudre,_26
3154,47,8,90,0,1762,223,223,135,4444,Spruce/Fir,Cache la Poudre,_24
3051,68,9,127,6,2061,230,221,124,1535,Spruce/Fir,Comanche Peak,_25
3396,324,12,832,123,2250,188,226,178,1253,Spruce/Fir,Rawah,_34
3332,352,14,481,104,1892,195,215,157,1091,Spruce/Fir,Rawah,_33
2990,142,6,400,41,2640,229,239,143,1590,Spruce/Fir,Rawah,_22
2990,10,12,60,15,1165,207,216,145,671,Spruce/Fir,Rawah,_26
2978,296,12,0,0,300,185,236,191,228,Spruce/Fir,Cache la Poudre,_25
3129,315,1,212,26,2704,216,237,159,3569,Spruce/Fir,Comanche Peak,_32
2624,42,7,170,9,3283,221,225,139,2804,Spruce/Fir,Rawah,_13
3190,325,27,201,73,1316,144,200,190,2830,Spruce/Fir,Comanche Peak,_32
3160,54,4,0,0,792,222,230,143,2554,Spruce/Fir,Comanche Peak,_25
3093,98,18,366,-75,926,247,211,86,878,Spruce/Fir,Comanche Peak,_31
3317,223,10,120,16,3214,208,250,178,1671,Spruce/Fir,Rawah,_34
3054,131,13,108,30,3499,241,232,119,2758,Spruce/Fir,Comanche Peak,_32
3113,24,31,180,37,1194,187,159,92,942,Spruce/Fir,Comanche Peak,_24
3262,28,16,420,15,2824,212,205,125,1153,Spruce/Fir,Rawah,_26
2829,151,13,268,19,1931,236,240,131,2379,Spruce/Fir,Comanche Peak,_32
3182,282,10,306,35,2490,193,241,188,391,Spruce/Fir,Rawah,_34
3236,38,13,258,21,1507,219,210,123,2366,Spruce/Fir,Comanche Peak,_31
3001,76,4,255,19,5310,225,232,143,5125,Spruce/Fir,Comanche Peak,_21
3310,38,13,390,19,1616,219,211,124,4998,Spruce/Fir,Cache la Poudre,_24
2871,71,31,150,75,162,236,164,36,1356,Spruce/Fir,Comanche Peak,_31
3034,231,15,175,24,3192,195,253,193,987,Spruce/Fir,Rawah,_34
3283,349,1,395,40,5790,216,236,157,641,Spruce/Fir,Comanche Peak,_24
3275,270,10,824,165,1421,193,244,190,2718,Spruce/Fir,Rawah,_33
2899,70,12,0,0,2363,233,217,114,433,Spruce/Fir,Rawah,_15
2890,38,11,484,48,2701,220,215,128,1022,Spruce/Fir,Rawah,_33
3292,92,16,301,65,1630,243,214,96,2732,Spruce/Fir,Comanche Peak,_0
3241,271,20,300,87,4688,165,242,215,3388,Spruce/Fir,Comanche Peak,_31
3087,131,5,162,10,2429,229,237,142,2045,Spruce/Fir,Rawah,_34
2913,9,47,175,-17,361,123,103,81,1598,Spruce/Fir,Comanche Peak,_31
3183,129,20,277,39,3725,249,223,93,361,Spruce/Fir,Rawah,_35
3301,29,12,85,11,1999,216,214,133,1584,Spruce/Fir,Rawah,_33
2918,34,14,277,105,767,217,209,124,964,Spruce/Fir,Rawah,_35
2893,357,9,0,0,947,207,225,156,2147,Spruce/Fir,Rawah,_26
3267,76,10,285,55,1254,232,222,121,2251,Spruce/Fir,Comanche Peak,_25
3269,294,17,95,17,4529,172,234,202,741,Spruce/Fir,Rawah,_34
3305,332,13,591,166,2376,190,224,173,95,Spruce/Fir,Rawah,_36
3328,332,16,807,35,2219,181,218,176,942,Spruce/Fir,Rawah,_34
3264,354,12,277,29,1702,200,218,156,1087,Spruce/Fir,Rawah,_33
3001,151,14,319,44,342,237,239,129,1401,Spruce/Fir,Comanche Peak,_25
3015,115,7,255,50,361,232,233,134,1120,Spruce/Fir,Comanche Peak,_25
3308,57,12,210,18,3287,228,215,119,1867,Spruce/Fir,Comanche Peak,_31
3251,68,19,234,41,3114,236,199,87,2372,Spruce/Fir,Comanche Peak,_31
3233,21,11,785,72,2707,212,216,139,3282,Spruce/Fir,Rawah,_33
3051,14,4,443,80,2971,216,231,153,1158,Spruce/Fir,Rawah,_25
2837,17,15,30,9,3333,206,207,135,2563,Spruce/Fir,Comanche Peak,_25
3302,34,23,700,227,752,210,184,101,752,Spruce/Fir,Comanche Peak,_24
3160,72,11,153,6,2411,233,218,116,2613,Spruce/Fir,Comanche Peak,_32
2947,82,17,90,-21,2804,241,207,90,1410,Spruce/Fir,Rawah,_35
3249,208,13,212,47,1140,210,252,174,560,Spruce/Fir,Rawah,_34
3185,90,7,108,6,4149,231,229,132,732,Spruce/Fir,Rawah,_25
3259,335,21,170,25,4428,167,207,176,1328,Spruce/Fir,Rawah,_0
3310,346,19,361,115,1537,181,207,163,2725,Spruce/Fir,Comanche Peak,_25
3168,52,16,240,-6,3248,227,203,105,5028,Spruce/Fir,Comanche Peak,_32
3259,107,11,277,18,2900,238,227,119,1187,Spruce/Fir,Rawah,_34
2953,94,7,234,16,4049,232,229,130,2130,Spruce/Fir,Comanche Peak,_14
3255,339,12,870,65,2097,193,222,168,636,Spruce/Fir,Rawah,_34
2966,67,12,30,-4,964,232,216,115,1385,Spruce/Fir,Rawah,_22
3002,7,10,85,-10,1022,208,221,150,2236,Spruce/Fir,Rawah,_26
2967,315,15,182,33,4052,177,226,188,577,Spruce/Fir,Comanche Peak,_31
3309,12,17,577,85,3047,200,203,136,3465,Spruce/Fir,Rawah,_33
2973,110,20,120,37,1782,250,213,82,2737,Spruce/Fir,Rawah,_25
3087,68,3,242,3,5046,222,234,148,1142,Spruce/Fir,Comanche Peak,_31
2893,68,30,170,-31,510,234,165,40,573,Spruce/Fir,Comanche Peak,_24
3219,24,16,646,90,2179,210,204,127,2405,Spruce/Fir,Rawah,_26
3210,339,15,735,73,2029,185,216,169,582,Spruce/Fir,Rawah,_34
3271,82,12,573,-13,1396,236,219,113,2082,Spruce/Fir,Comanche Peak,_40
3130,333,8,484,-47,916,201,229,168,999,Spruce/Fir,Cache la Poudre,_25
3152,25,25,633,-34,1907,199,177,104,1982,Spruce/Fir,Rawah,_35
3175,40,11,108,16,5112,221,215,127,1138,Spruce/Fir,Comanche Peak,_31
3040,82,12,474,-43,4829,236,219,113,1282,Spruce/Fir,Comanche Peak,_31
3178,270,12,153,27,2730,189,244,194,700,Spruce/Fir,Rawah,_33
3083,162,19,564,69,5778,235,241,129,1559,Spruce/Fir,Comanche Peak,_31
3076,173,6,300,48,4392,224,243,154,2440,Spruce/Fir,Comanche Peak,_31
3176,0,5,90,3,3302,213,231,156,3355,Spruce/Fir,Comanche Peak,_25
2977,180,2,150,2,2684,220,240,157,1889,Spruce/Fir,Comanche Peak,_31
2879,46,13,242,28,426,224,210,118,1831,Spruce/Fir,Rawah,_34
3152,37,21,42,-3,1684,214,189,101,2322,Spruce/Fir,Rawah,_26
3335,309,16,576,108,1908,176,228,192,3142,Spruce/Fir,Comanche Peak,_0
2925,126,11,67,10,1165,239,233,123,391,Spruce/Fir,Rawah,_34
3182,56,3,30,0,3601,222,232,146,3164,Spruce/Fir,Comanche Peak,_25
3248,48,6,150,0,2763,222,227,140,1019,Spruce/Fir,Comanche Peak,_24
3178,51,10,706,6,4265,225,218,126,1994,Spruce/Fir,Comanche Peak,_22
3126,315,2,295,45,1376,214,237,161,2773,Spruce/Fir,Rawah,_25
3021,351,16,485,250,854,190,212,158,1381,Spruce/Fir,Rawah,_35
3145,0,11,277,91,3645,203,219,153,1593,Spruce/Fir,Rawah,_33
3266,14,7,360,-12,1524,213,225,149,1583,Spruce/Fir,Comanche Peak,_40
3112,276,6,573,-27,2866,203,241,178,541,Spruce/Fir,Rawah,_34
2802,351,11,42,6,1092,201,222,159,2877,Spruce/Fir,Rawah,_33
3334,60,24,480,99,1899,231,183,73,1168,Spruce/Fir,Rawah,_33
3034,349,5,0,0,3001,211,232,159,1275,Spruce/Fir,Rawah,_33
3219,357,10,564,6,2183,205,222,155,1113,Spruce/Fir,Rawah,_33
3191,82,5,685,55,1124,227,231,138,2244,Spruce/Fir,Rawah,_34
2809,355,5,0,0,2305,211,230,157,2281,Spruce/Fir,Comanche Peak,_22
3291,294,16,350,45,878,173,234,201,1470,Spruce/Fir,Cache la Poudre,_25
3217,154,30,366,112,1195,239,226,94,2233,Spruce/Fir,Comanche Peak,_31
3035,256,9,242,28,5707,199,246,185,1939,Spruce/Fir,Comanche Peak,_24
3012,99,12,30,-1,2687,240,222,110,1368,Spruce/Fir,Rawah,_26
3317,322,16,600,178,2503,178,222,184,212,Spruce/Fir,Rawah,_35
3287,6,10,664,89,1215,208,222,150,1758,Spruce/Fir,Cache la Poudre,_26
2866,24,13,331,24,2550,212,212,134,1012,Spruce/Fir,Rawah,_33
3182,73,6,376,37,4501,228,228,134,3378,Spruce/Fir,Comanche Peak,_31
